municipio,coef_vial,se_vial,ci_vial_lower,ci_vial_upper,coef_area,se_area,ci_area_lower,ci_area_upper
Municipio Matagalpa,0.786092614208549,0.34267843508422524,0.08604657547080868,1.5337127850861196,-0.23321997516326354,0.07380129780534762,-0.38047177193619164,-0.08161901299104146
Municipio Matiguás,0.8280997845547603,0.34269495535815653,0.09682033092875787,1.5459585864237726,-0.23307799428837028,0.08082496300270783,-0.4148274274378862,-0.0857916668720018
Municipio Monzonte,0.8328875022217821,0.35130010421138214,0.058843621987559006,1.5561026722172933,-0.23037522329865584,0.08139726600201472,-0.38776781853592235,-0.05629633253858066
Municipio Muelle de los Bueyes,0.828216704190628,0.351476380503502,0.06916977884917667,1.520933305836084,-0.23103558675547944,0.07843932624295692,-0.3818113973518807,-0.0699886796623915
Municipio Mulukukú,0.827049390287226,0.3508095113704379,0.08731328799870379,1.5533278348785868,-0.23248871342710584,0.0784401402095862,-0.40602414428095646,-0.09019554744972884
Municipio Murra,0.82566803812999,0.34902472640214177,0.11371752292412034,1.5604657421833628,-0.23106313294760097,0.07976500554651998,-0.3864850830656554,-0.07015781294179806
Municipio Muy Muy,0.8224680052606698,0.34736752108681124,0.08972645957392797,1.5463151002274707,-0.232632235621578,0.08034283423583284,-0.39552130987229644,-0.07063910035665925
Municipio Nueva Guinea,0.8293997403608733,0.34394404189298244,0.1540965627608449,1.586716818683724,-0.232556822248832,0.07936673265025496,-0.391360012759684,-0.07426205695837665
Municipio Paiwas,0.8228663434027553,0.36094100298468124,0.11177371359874598,1.5930630785845639,-0.23189584035540922,0.07938228638025187,-0.39912311626692354,-0.08002270063815627
Municipio Prinzapolka,0.8179697285257059,0.35098193631788116,0.10084596177403213,1.5629081959995133,-0.23201839024790957,0.07579340879800117,-0.3883208557274356,-0.08931579807346308
Municipio Pueblo Nuevo,0.8133382653134024,0.35906670432979193,0.043282712261316685,1.5298218092455487,-0.23083257174958766,0.08153841451904216,-0.3842420633553749,-0.06016425719428158
Municipio Puerto Cabezas,0.8306349605690287,0.3478076364844573,0.08928967251684809,1.5780466945810552,-0.2331349307252538,0.07998101181268534,-0.39135106915152,-0.07633251009230448
Municipio Quilalí,0.7980043031548657,0.354544757310856,0.06160701144204094,1.5782626079003643,-0.2323208574455917,0.08259950187515085,-0.39670788603752094,-0.07332746722104558
Municipio Rancho Grande,0.8301985019944387,0.3565649036021414,0.12123417332653215,1.6014225589937217,-0.23261541708267316,0.07901823222000424,-0.37994049218527615,-0.06265497723968638
Municipio Rosita,0.8296938236025094,0.3452810385898665,0.12989247809042326,1.5651266354400377,-0.23135565593527174,0.07897944941740827,-0.38245217096563067,-0.069909004419125
Municipio Río Blanco,0.820175700265129,0.35130930076475375,0.07447124920136498,1.521608163020846,-0.23324908781531342,0.07803670396938193,-0.3929411902789184,-0.07504220848517959
Municipio San Dionisio,0.7929266045663128,0.359239822703825,-0.021181152548755206,1.503234671313505,-0.22827198405376123,0.08004225895205021,-0.3858267932703248,-0.06360864299338101
Municipio San Fernando,0.7790297335995747,0.35026045279291135,0.017881770829397778,1.477811058520454,-0.2346576119826062,0.08309899674037458,-0.41221829809499955,-0.08237298445589755
Municipio San Francisco de Cuapa,0.8256070318069837,0.35355294161302014,0.10899395380818191,1.5732344808413863,-0.2312290468709131,0.08190739692252173,-0.3921221770799148,-0.05748553380352735
Municipio San Isidro,0.8209817288642844,0.3494527593991177,0.05424343963056448,1.5243784999555692,-0.2303773960450186,0.08167938210611947,-0.38227188128412337,-0.05223338302938179
Municipio San José de Bocay,0.820192965553014,0.35359663213203296,0.1319455172630057,1.6088798052402014,-0.23116647516061817,0.0777866983586421,-0.39055209443104827,-0.07862531362585481
Municipio San José de Cusmapa,0.822738824590272,0.34817462737276766,0.16293506416524392,1.6189110055488254,-0.22854616814616857,0.07644083352118303,-0.37457307257485917,-0.07483588525471191
Municipio San José de Los Remates,0.8297415472485427,0.35244954797533945,0.16955585170915582,1.6267354042336448,-0.23270506209255468,0.08082006306244577,-0.3974427883550663,-0.06637389607513487
Municipio San Juan de Limay,0.8251969926247293,0.34218308811656595,0.10523456432493335,1.5476523526600654,-0.23202910422600603,0.07784917863599196,-0.3986338269222856,-0.07779693598626126
Municipio San Juan de Nicaragua,0.8300082151400179,0.35289808320495997,0.1101307153282001,1.5910570055935995,-0.2317015933366161,0.08368678470723433,-0.3847379165644475,-0.05428272811918984
Municipio San Juan de Río Coco,0.7773818969409053,0.3450252256391717,0.024907992062685996,1.4677534166940394,-0.22909328021121161,0.07967005300715553,-0.4029310366171826,-0.07668490294040546
