municipio,fecha,luces_nocturnas,densid_vial,imae,interaccion_causal,area_km2,imae_primario,imae_secundario,imae_terciario
Rivas (Municipio),2025-03-01,0.359285026788712,0.6026596777137195,184.368377063192,111.11138670150481,349.0722348817323,216.4646858132798,175.13468581359368,173.4124707184492
Rivas (Municipio),2025-04-01,0.518402278423309,0.6026596777137195,185.352248647442,111.7043264333806,349.0722348817323,219.93435855010938,176.3553614930357,174.04172570928316
Rivas (Municipio),2025-05-01,0.3893081843853,0.6026596777137195,186.180760080434,112.2036368665697,349.0722348817323,223.00062793658716,177.41845708092967,174.64763593385786
Rivas (Municipio),2025-06-01,0.0206055194139481,0.6026596777137195,186.842800735833,112.60262207458584,349.0722348817323,225.0572077599392,178.38058251192533,175.18186324024762
Rivas (Municipio),2025-07-01,0.377810031175613,0.6026596777137195,187.477800365819,112.98531074694154,349.0722348817323,225.74212476622762,179.31777724234567,175.6447470529636
Rivas (Municipio),2025-08-01,0.461442321538925,0.6026596777137195,188.271631877916,113.4637209901809,349.0722348817323,225.24281768916998,180.24920118203133,176.14003879722756
Rivas (Municipio),2025-09-01,0.364928156137466,0.6026596777137195,189.33945459644,114.10725468558196,349.0722348817323,224.2937234336136,181.03369887322103,176.78801771962515
Rivas (Municipio),2025-10-01,0.465304225683212,0.6026596777137195,190.587036471036,114.85912197604746,349.0722348817323,223.6178563852114,181.40479431075934,177.54853214960445
Rivas (Municipio),2025-11-01,0.333613753318787,0.6026596777137195,191.80376595096,115.59239577228325,349.0722348817323,223.68925623448882,181.15525389594066,178.29491729879666
Rivas (Municipio),2025-12-01,0.348113566637039,0.6026596777137195,192.793828104965,116.18906631093245,349.0722348817323,224.54195109506836,180.4931029035903,178.93049264146683
Municipio Matagalpa,2020-01-01,0.352153271436691,0.992385500199968,151.691034975859,150.53598362036865,645.6344083704946,195.63963679985778,146.33243947481455,146.4229487834796
Municipio Matagalpa,2020-02-01,0.44471064209938,0.992385500199968,151.286083647823,150.13411579413903,645.6344083704946,191.08935497210481,143.95693947267122,146.26311473770102
Municipio Matagalpa,2020-03-01,0.38099130988121,0.992385500199968,150.490161146707,149.3442538447486,645.6344083704946,186.160876176909,141.24372114909187,146.0915987465235
Municipio Matagalpa,2020-04-01,0.464803546667099,0.992385500199968,149.500244882531,148.36187529776822,645.6344083704946,182.9638630805388,138.46421287184566,136.454882796999
Municipio Matagalpa,2020-05-01,0.446959286928177,0.992385500199968,148.643879420633,147.5120306305086,645.6344083704946,182.5458467994188,136.14138668998342,136.2498285458466
Municipio Matagalpa,2020-06-01,0.397949486970901,0.992385500199968,148.213417443265,147.0848464057812,645.6344083704946,184.4889671310802,134.59608618198044,136.2879004351725
Municipio Matagalpa,2020-07-01,0.312012434005737,0.992385500199968,148.16947457966,147.04123814510234,645.6344083704946,187.1016382845974,133.92389928431183,136.59923699832513
Municipio Matagalpa,2020-08-01,0.285463482141495,0.992385500199968,148.432089202293,147.30185308874383,645.6344083704946,189.1126524755478,134.09439688981556,137.14685064585194
Municipio Matagalpa,2020-09-01,0.332731664180756,0.992385500199968,148.997788270723,147.86324464173035,645.6344083704946,190.23934881842382,134.99070601026096,137.84769609672196
Municipio Matagalpa,2020-10-01,0.371695816516876,0.992385500199968,149.862724429355,148.72159474415542,645.6344083704946,190.98470562709002,136.52169966940554,138.65564039891913
Municipio Matagalpa,2020-11-01,0.417468756437302,0.992385500199968,150.968974174506,149.81942095084318,645.6344083704946,192.6742863581772,138.51517744036502,139.53730454615848
Municipio Matagalpa,2020-12-01,0.357011944055557,0.992385500199968,152.242891560635,151.08363809329026,645.6344083704946,196.0071454456758,140.7987994768787,140.43819642764953
Municipio Matagalpa,2021-01-01,0.343799829483032,0.992385500199968,153.783547871909,152.61256307739015,645.6344083704946,200.77463813671278,143.1283839595385,141.3025169920886
Municipio Matagalpa,2021-02-01,0.38872292637825,0.992385500199968,155.513796425812,154.32963665402542,645.6344083704946,205.7796719453428,145.284965350168,142.14299547262272
Municipio Matagalpa,2021-03-01,0.359193384647369,0.992385500199968,157.227408405625,156.0302003357608,645.6344083704946,209.1717766227418,147.3587114326259,143.0213170850884
Municipio Matagalpa,2021-04-01,0.352810859680176,0.992385500199968,158.688854599174,157.48051834756126,645.6344083704946,210.5322465916836,149.28342010652833,143.89697970406635
Municipio Matagalpa,2021-05-01,0.476801842451096,0.992385500199968,159.749124097623,158.53271442412634,645.6344083704946,210.398781030599,151.09226191412273,144.72419421876586
Municipio Matagalpa,2021-06-01,0.338573276996613,0.992385500199968,160.461618018438,159.23978306012378,645.6344083704946,209.58614706182198,152.89202354065188,145.45868252816567
Municipio Matagalpa,2021-07-01,0.327912986278534,0.992385500199968,161.02706360835,159.80092306470448,645.6344083704946,209.12362846973002,154.8338689968771,146.1126735836436
Municipio Matagalpa,2021-08-01,0.397239089012146,0.992385500199968,161.578994515945,160.34865129451396,645.6344083704946,209.6649560680782,156.8542310319847,146.72838413855698
Municipio Matagalpa,2021-09-01,0.329212009906769,0.992385500199968,162.016833738952,160.78315659084492,645.6344083704946,211.3309121330936,158.68975963212122,147.3037658098787
Municipio Matagalpa,2021-10-01,0.340336948633194,0.992385500199968,162.292730849732,161.05695288313007,645.6344083704946,213.432054604097,160.0495348874903,147.83622545838324
Municipio Matagalpa,2021-11-01,0.410150676965714,0.992385500199968,162.508740808214,161.2713180338264,645.6344083704946,215.435093765601,160.8599594600463,148.37506266771967
Municipio Matagalpa,2021-12-01,0.4064681828022,0.992385500199968,162.722158302165,161.4831104603124,645.6344083704946,217.12099770820836,161.20130980448138,148.97390034135728
Municipio Matagalpa,2022-01-01,0.379446744918823,0.992385500199968,162.984897090529,161.7438486242249,645.6344083704946,218.4638844248672,161.0175196806084,149.6661907263409
Municipio Matagalpa,2022-02-01,0.463674694299698,0.992385500199968,163.408524137895,162.16424996352347,645.6344083704946,219.3075662147306,160.4421434179051,150.48600434124572
Municipio Matagalpa,2022-03-01,0.526048839092255,0.992385500199968,164.109539141473,162.8599270884969,645.6344083704946,219.72950136462458,159.4839050231337,151.3710969748723
Municipio Matagalpa,2022-04-01,0.60480260848999,0.992385500199968,165.002345977855,163.74593564740178,645.6344083704946,219.39863075041498,158.1471733737828,152.31405855680785
Municipio Matagalpa,2022-05-01,0.710841834545135,0.992385500199968,165.869645007138,164.60663062839976,645.6344083704946,218.78757998186538,156.56940313847508,153.3546417421392
Municipio Matagalpa,2022-06-01,0.518132567405701,0.992385500199968,166.478690372869,165.2110384183152,645.6344083704946,218.34430054518398,154.84531956024045,154.4734620416306
Municipio Matagalpa,2022-07-01,0.582539916038513,0.992385500199968,166.728249648282,165.45869742467548,645.6344083704946,218.08396634523942,153.32069313534637,155.59865874983748
Municipio Matagalpa,2022-08-01,0.574566960334778,0.992385500199968,166.689882849823,165.42062277019565,645.6344083704946,218.33949939947078,152.3950490901933,156.6059387157626
Municipio Matagalpa,2022-09-01,0.496687263250351,0.992385500199968,166.55391837403,165.28569359587638,645.6344083704946,219.19194333789102,152.46446350837797,157.364692506896
Municipio Matagalpa,2022-10-01,0.607688009738922,0.992385500199968,166.498253360775,165.2304524438537,645.6344083704946,220.5358506691022,153.5265781242775,157.80171531058318
Municipio Matagalpa,2022-11-01,0.478855401277542,0.992385500199968,166.554234635324,165.28600744899884,645.6344083704946,221.7416584945484,155.17678521716746,157.92151040358323
Municipio Matagalpa,2022-12-01,0.435703307390213,0.992385500199968,166.790924427615,165.52089496691377,645.6344083704946,222.12578094537358,157.00593648327364,157.86837481831617
